Timestamp,Temperature_C,Humidity_%,Status
2026-07-18 16:00:48,23.1,56.9,COMFORT
2026-07-18 16:02:48,23.1,57.1,COMFORT
2026-07-18 16:03:48,23.1,57.1,COMFORT
